Date,Time,Trade Name,Generic Name,Quantity,Amount,Profit,Dispenser
18/12/2021,10:42 am,ELOCOF SYR,ELOCOF SYR,5,11000,1000,JimmyL
18/12/2021,10:42 am,Apidone Syp,Apidone Syp,5,82250,7250,JimmyL
18/12/2021,10:42 am,Curamol Tabs 100s,Curamol Tabs 100's,1,10500,350,JimmyL
18/12/2021,10:42 am,Drez V Gel,Drez V Gel,10,80000,2371.968,JimmyL
18/12/2021,10:42 am,Flurid Tabs 200s,Flurid Tabs 200's,100,6000,500,JimmyL
18/12/2021,10:42 am,Magnomit Tabs 1000 Pck,Magnomit Tabs 1000 Pck,1,22500,1500,JimmyL
18/12/2021,10:38 am,Crepe Bandage 5cm,Crepe Bandage 5cm,1,800,170,KIKOISHAKA
18/12/2021,10:38 am,Adhesive Plaster 7.5cm (3),Adhesive Plaster 7.5cm (3''),1,2700,200,KIKOISHAKA
18/12/2021,10:38 am,Ors-Non Orange,Ors-Non Orange,5,1275,75,KIKOISHAKA
18/12/2021,10:38 am,Ors-Flavoured,ORS-Flavoured,5,1325,75,KIKOISHAKA
18/12/2021,10:38 am,ERYTHYL SYRUP,ERYTHYL SYRUP,1,3200,500,KIKOISHAKA
18/12/2021,10:38 am,Erythromycin Tabs 250mg,Erythromycin Tabs 250mg,0.5,5250,650,KIKOISHAKA
18/12/2021,10:38 am,Zaha tabs 250mg 6s,Zaha tabs 250mg 6's,1,5250,392.857143,KIKOISHAKA
18/12/2021,10:38 am,Palaxin Tabs 9s,Palaxin Tabs 9s,1,7650,325,KIKOISHAKA
18/12/2021,10:38 am,Lonart Tab 24s,Lonart Tab 24's,2,4800,850,KIKOISHAKA
18/12/2021,10:38 am,Dextrose 500ml,Dextrose 500ml,1,1700,200,KIKOISHAKA
18/12/2021,10:38 am,Syringe 5ml,Syringes 5ml,10,1650,180,KIKOISHAKA
18/12/2021,10:38 am,Cannula G24 (Y),Cannula G24 (Y),4,1800,480,KIKOISHAKA
18/12/2021,10:38 am,Artesunate Inj. 60ml,Artesunate Inj. 60ml,6,15300,1500,KIKOISHAKA
18/12/2021,10:33 am,Loperamide Caps 100s,Loperamide Caps 100's,1,2800,600,pharouk kaks
18/12/2021,10:33 am,Lonart Tab 24s,Lonart Tab 24's,1,2200,225,pharouk kaks
18/12/2021,10:33 am,Nitrofurantoin Tabs 100s Agog,Nitrofurantoin Tabs 100's Agog,0.8,3600,1040,pharouk kaks
18/12/2021,10:33 am,Actinac Plus 20s,Actinac Plus 20's,1,4000,300,pharouk kaks
18/12/2021,10:33 am,Paracetamol tabs,Paracetamol tabs,1,2700,200,pharouk kaks
18/12/2021,10:33 am,Palaxin Tabs 9s,Palaxin Tabs 9s,1,7650,325,pharouk kaks
18/12/2021,10:33 am,Albendazole Tabs1s(Anthel),Albendazole Tabs1's(Anthel),10,4000,300,pharouk kaks
18/12/2021,10:33 am,AZY 500mg 3s,AZY 500mg 3's,7,12600,2450,pharouk kaks
18/12/2021,10:33 am,Metro Tab F/c 100s,Metro Tab F/c 100's,1,3100,150,pharouk kaks
18/12/2021,10:31 am,Syringe 2ml,Syringes 2ml,20,3300,400,KIKOISHAKA
18/12/2021,10:31 am,Plasil Inj,Plasil Inj,5,5000,1250,KIKOISHAKA
18/12/2021,10:31 am,Ondansetron inj 4mg,Ondansetron inj.,5,14000,-36000,KIKOISHAKA
18/12/2021,10:31 am,Dexa Inj 8mg,Dexa Inj 8mg,18,19800,2250,KIKOISHAKA
18/12/2021,10:31 am,X-Pen Inj.,X-Pen Inj.,20,8000,1600,KIKOISHAKA
18/12/2021,10:31 am,Vacu Tainers(purple),Vacu Tainers(purple),1,22000,3000,KIKOISHAKA
18/12/2021,10:31 am,Menthoxyl Herbal Loz.,Menthoxyl Herbal Loz.,50,18000,1100,KIKOISHAKA
18/12/2021,10:31 am,Diclomol Inj. 75mg/3ml x 10,Diclomol Inj. 75mg/3ml x 10,10,3000,1050,KIKOISHAKA
17/12/2021,3:12 pm,KAMADOL PLUS 100s,KAMADOL PLUS 100'S,15,66000,4500,CRISTOPHER
18/12/2021,10:22 am,Dexona Tabs 100s,Dexona Tabs 100's,20,1000,570,lillian
18/12/2021,10:19 am,Doxazosin 2mg uk 28s,Doxazosin 2mg uk 28's..,14,8400,1400,lillian
18/12/2021,10:19 am,Finasteride 5mg 28s,Finasteride 5mg 28'S,14,9800,2800,lillian
18/12/2021,10:14 am,Gauze Roll 90x5 (Small),Gauze Roll 90x5 (Small),10,7000,2750,KIKOISHAKA
18/12/2021,10:14 am,Grovit Syp 100ml,Grovit Syp 100ml,1,4500,300,KIKOISHAKA
18/12/2021,10:14 am,Adhesive Plaster 7.5cm (3),Adhesive Plaster 7.5cm (3''),1,2700,351,KIKOISHAKA
18/12/2021,9:44 am,Glycerin Borex,Glycerin Borex,1,2000,800,lillian
18/12/2021,9:44 am,Genta E/E Drop (India),Genta E/E Drop (India),1,1500,900,lillian
18/12/2021,9:44 am,Action Tabs 100s,Action Tabs 100's,2,400,206,lillian
18/12/2021,9:44 am,Flexilor P 8mg 100s,Flexilor P 8mg 100's,100,65000,21500,lillian
18/12/2021,9:44 am,Lorased Tabs,Lorased Tabs,20,14000,0,lillian
18/12/2021,10:02 am,Lumertem 12s,Lumertem 12's,6,6000,1200,MOSESI
18/12/2021,10:02 am,Sinarest Nosal Drop(Adult),Sinarest Nosal Drop(Adult),1,4300,450,MOSESI
18/12/2021,10:02 am,Apflu Syp 100ml,Apflu Syp 100ml,2,7200,650,MOSESI
18/12/2021,10:02 am,Zyncet Syp 60ml,Zyncet Syp 60ml,3,11100,900,MOSESI
18/12/2021,10:02 am,Apidone Syp,Apidone Syp,1,17900,2900,MOSESI
18/12/2021,10:02 am,Ago Plus Caps,Ago Plus Caps,1,6700,600,MOSESI
18/12/2021,10:02 am,Rinalin Syp 60ml,Rinalin Syp 60ml,3,5700,900,MOSESI
18/12/2021,10:02 am,Medicloamp,Medicloamp,2,6400,600,MOSESI
18/12/2021,10:02 am,Dextrose 50% Iv 100ml,Dextrose 50% Iv 100ml,1,2900,250,MOSESI
18/12/2021,10:02 am,AZY 500mg 3s,AZY 500mg 3's,3,5700,1350,MOSESI
18/12/2021,10:02 am,Zaha Susp 15mg,Zaha Susp 15mg,2,8700,750,MOSESI
18/12/2021,10:02 am,Paracetamol tabs,Paracetamol tabs,3,8100,600,MOSESI
18/12/2021,10:02 am,Cannula G22 (Blue),Cannula G22 (Blue),10,4500,1250,MOSESI
18/12/2021,10:02 am,Cannula G24 (Y),Cannula G24 (Y),10,4500,1200,MOSESI
18/12/2021,10:08 am,Examination Gloves,Examination Gloves,50,25000,5000,KIKOISHAKA
18/12/2021,10:04 am,Ketoconazole Tabs 200mg 100s (India),Ketoconazole Tabs 200mg 100's (India),0.4,4600,400,KIKOISHAKA
18/12/2021,10:04 am,Abnal Nasal Drops,Abnal Nasal Drops,2,3800,140,KIKOISHAKA
18/12/2021,10:04 am,MIFESO,MIFESO,1,17000,2806.452,KIKOISHAKA
18/12/2021,9:54 am,Cephalexin syp 100ml,Cephalexin,2,5400,1000,KIKOISHAKA
18/12/2021,9:54 am,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,1,4400,700,KIKOISHAKA
18/12/2021,9:54 am,Aciclovir Tabs 10x10 (Astra),Aciclovir Tabs 10x10 (Astra),0.5,4500,321.25,KIKOISHAKA
18/12/2021,9:54 am,Lyred Syrup,Lyred Syrup,1,9500,500,KIKOISHAKA
18/12/2021,9:54 am,Predisolone 100s Tabs (Reg),Predisolone 100's Tabs (Reg),1,3000,950,KIKOISHAKA
18/12/2021,9:54 am,Fluconazole(India) 200mg,Fluconazole(India) 200mg,0.5,2750,500,KIKOISHAKA
18/12/2021,9:54 am,Azithro 250mg (Swazi),Azithro 250mg (Swazi),2,4596,796,KIKOISHAKA
18/12/2021,9:54 am,Safelevo tabs 500mg 10s,Safelevo tabs 500mg 10's,2,6200,1320,KIKOISHAKA
18/12/2021,9:54 am,Cannula G24 (Y),Cannula G24 (Y),8,3600,960,KIKOISHAKA
18/12/2021,9:54 am,Kabuti Herbal Cough Syp,Kabuti Herbal Cough Syp,3,6600,600,KIKOISHAKA
18/12/2021,9:54 am,Multivitamin Tabs 100s,Multivitamin Tabs 100's,1,3500,400,KIKOISHAKA
18/12/2021,9:54 am,Actinac Plus 20s,Actinac Plus 20's,1,4000,300,KIKOISHAKA
18/12/2021,9:54 am,Piroxicam Cadila Caps 100s,Piroxicam,1,3600,225,KIKOISHAKA
18/12/2021,9:54 am,Diclomol Inj. 75mg/3ml x 10,Diclomol Inj. 75mg/3ml x 10,10,3000,1050,KIKOISHAKA
18/12/2021,9:48 am,Ors-Flavoured,ORS-Flavoured,5,1325,75,KIKOISHAKA
18/12/2021,9:48 am,Face Masks 50's,Face Masks 50's,4,800,200,KIKOISHAKA
18/12/2021,9:48 am,Bactoclav Tab 625,Bactolov Tab 625,0.5,5500,750,KIKOISHAKA
18/12/2021,9:48 am,Examination Gloves,Examination Gloves,4,2000,400,KIKOISHAKA
18/12/2021,9:48 am,Catenol 50mg 30s,Catenol 50mg 30's,1,2250,850,KIKOISHAKA
18/12/2021,9:48 am,Amlodac 5mg,Amlodac 5mg,2,14400,1400,KIKOISHAKA
18/12/2021,9:48 am,Scalp Vein G23 Infusion Set,Scalp Vein G23 Infusion Set,5,1000,350,KIKOISHAKA
18/12/2021,9:48 am,Malaria Test Kits,Malaria Test Kits,2,2200,440,KIKOISHAKA
18/12/2021,9:48 am,Crepe Bandage 5cm,Crepe Bandage 5cm,3,2400,510,KIKOISHAKA
18/12/2021,9:48 am,Adhesive Plaster 7.5cm (3),Adhesive Plaster 7.5cm (3''),1,2700,200,KIKOISHAKA
18/12/2021,9:48 am,Giving Sets,Giving Sets,4,1800,520,KIKOISHAKA
18/12/2021,9:48 am,R/L 500ml,R/L 500ml,2,3400,400,KIKOISHAKA
18/12/2021,9:48 am,Normal Saline 500mls,Normal Saline 500mls,2,3400,400,KIKOISHAKA
18/12/2021,9:48 am,Hydrocortisone Inj 100mg,Hydrocortisone Inj 100mg,2,2600,500,KIKOISHAKA
18/12/2021,9:48 am,Artesunate Inj. 60ml,Artesunate Inj. 60ml,7,17850,1750,KIKOISHAKA
18/12/2021,9:48 am,Ceftriazone injection(c),Ceftriazone injection(c),12,12000,1080,KIKOISHAKA
18/12/2021,9:48 am,Syringe 2ml,Syringes 2ml,10,1650,200,KIKOISHAKA
18/12/2021,9:48 am,Syringe 5ml,Syringes 5ml,20,3300,360,KIKOISHAKA
18/12/2021,9:39 am,Glycerol 4mg Adult,Glycerol 4mg Adult,12,24000,10200,lillian
18/12/2021,9:37 am,Action Tabs 100s,Action Tabs 100's,0.3,3150,300,KIKOISHAKA
18/12/2021,9:37 am,Penegra Tabs 50mg 4s,Penegra Tabs 50mg 4's,1,2900,325,KIKOISHAKA
18/12/2021,9:37 am,Ceftriazone injection(c),Ceftriazone injection(c),2,2000,180,KIKOISHAKA
18/12/2021,9:37 am,Malaria Test Kits,Malaria Test Kits,2,2200,440,KIKOISHAKA
18/12/2021,9:37 am,Syringe 5ml,Syringes 5ml,10,1650,180,KIKOISHAKA
18/12/2021,9:37 am,Back-Up emerg-pill,Back-Up emerg-pill,2,5300,700,KIKOISHAKA
18/12/2021,9:37 am,Ocid Caps 10x10,Ocid Caps 10x10,0.5,2250,412.5,KIKOISHAKA
18/12/2021,9:37 am,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,0.5,5750,650,KIKOISHAKA
18/12/2021,9:37 am,Piriton Tab 10x10,Piriton Tab 10x10,1,1800,450,KIKOISHAKA
18/12/2021,9:37 am,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,1,2800,750,KIKOISHAKA
18/12/2021,9:37 am,Paracetamol tabs,Paracetamol tabs,1,2700,200,KIKOISHAKA
18/12/2021,9:33 am,Lonart Tab 24s,Lonart Tab 24's,10,21500,1750,KIKOISHAKA
18/12/2021,9:23 am,Paracetamol 1000s Pkt,Paracetamol 1000's Pkt,10,500,250,lillian
18/12/2021,9:23 am,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,10,1000,335,lillian
18/12/2021,9:23 am,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,10,2000,910,lillian
18/12/2021,9:23 am,Zaha tab 3s,Zaha tab 3's,3,6000,1800,lillian
18/12/2021,8:46 am,Lumertem 12s,Lumertem 12's,10,10000,2000,CRISTOPHER
18/12/2021,8:46 am,Artefan 20/120 1x6 Actm,Artefan 20/120 1x6 Actm,15,9000,1500,CRISTOPHER
18/12/2021,9:23 am,Glycerin Borex,Glycerin Borex,2,2300,300,KIKOISHAKA
18/12/2021,9:23 am,Cetamol Syrup 60ml,Cetamol Syrup 60ml,2,5400,700,KIKOISHAKA
18/12/2021,9:23 am,Paracetamol tabs,Paracetamol tabs,1,2700,200,KIKOISHAKA
18/12/2021,9:23 am,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,1,2800,750,KIKOISHAKA
18/12/2021,9:23 am,Surgical Gloves 7.5,Surgical Gloves 7.5,5,5250,1250,KIKOISHAKA
18/12/2021,8:46 am,Vitamin A 200.000 IU Caps 30s,Vitamin A 200.000 IU Caps 30's,1,12500,500,CRISTOPHER
18/12/2021,8:46 am,Cotrim 960mg 100s (kpi),Cotrim 960mg 100s(kpi),1,9500,1000,CRISTOPHER
18/12/2021,8:46 am,GV Paint,GV Paint,8,8800,800,CRISTOPHER
18/12/2021,8:46 am,Thunder-M Tabs 30s,Thunder Tabs,1,19300,1300,CRISTOPHER
18/12/2021,8:46 am,Ginsomin Cap x 30,Ginsomin Cap x 30,1,31000,250,CRISTOPHER
18/12/2021,8:46 am,Neurorubine Lac Tabs 20s,Neurorubine Lac Tabs 20's,1,14000,205,CRISTOPHER
18/12/2021,8:46 am,Curamol Tabs 100s,Curamol Tabs 100's,1,10400,250,CRISTOPHER
18/12/2021,8:46 am,Ibumex Susp 60ml,Ibumex Susp 60ml,4,10000,1000,CRISTOPHER
18/12/2021,8:46 am,LEVO-DENK 500mg 10s,LEVO-DENK 500mg 10's,1,28000,460,CRISTOPHER
18/12/2021,8:46 am,Anomex suppos,Anomex suppos,1,7700,500,CRISTOPHER
18/12/2021,9:12 am,Coldrid Tabs,Coldrid Tabs,4,10000,4000,lillian
18/12/2021,8:53 am,Unisten Cream,Unisten Cream,1,1200,100.000001,CRISTOPHER
18/12/2021,8:53 am,Ecodax-G Cream,Ecodax-G Cream,1,2750,200,CRISTOPHER
18/12/2021,8:53 am,Relcer Gel 180ml,Relcer Gel 180ml,1,7000,290,CRISTOPHER
18/12/2021,8:53 am,Crepe Bandage 5cm,Crepe Bandage 5cm,3,2400,510,CRISTOPHER
18/12/2021,8:53 am,Grovit Drops 15ml,Grovit Drops 15ml,1,4900,313,CRISTOPHER
18/12/2021,8:53 am,Ampiclox Syp (Rene),Ampiclox Syp (Rene),2,5200,420,CRISTOPHER
18/12/2021,8:53 am,Grovit Syp 100ml,Grovit Syp 100ml,2,9000,600,CRISTOPHER
18/12/2021,8:53 am,Cetamol Syrup 60ml,Cetamol Syrup 60ml,2,5200,500,CRISTOPHER
18/12/2021,8:53 am,Ibumex Susp 60ml,Ibumex Susp 60ml,2,5200,700,CRISTOPHER
18/12/2021,8:53 am,Piroxicam Cadila Caps 100s,Piroxicam,1,3600,225,CRISTOPHER
18/12/2021,8:53 am,Paracetamol tabs,Paracetamol tabs,1,2700,200,CRISTOPHER
18/12/2021,8:53 am,Brufen Tabs 100s,Brufen Tabs 100's,1,2700,650,CRISTOPHER
18/12/2021,8:53 am,Omeprazole Caps 100s,Omeprazole Caps 100's,1,4000,800,CRISTOPHER
18/12/2021,8:53 am,Lonart Tab 24s,Lonart Tab 24's,3,7200,1275,CRISTOPHER
18/12/2021,8:53 am,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,1,2800,750,CRISTOPHER
18/12/2021,8:53 am,AZY 500mg 3s,AZY 500mg 3's,3,5400,1050,CRISTOPHER
18/12/2021,8:53 am,Cloxa Cap(India) 250mg,Cloxa Cap(India) 250mg,1,7600,1000,CRISTOPHER
18/12/2021,8:53 am,Erythromycin Tabs 250mg,Erythromycin Tabs 250mg,1,10500,1300,CRISTOPHER
18/12/2021,8:53 am,Metro Tabs F/c 100s (C),Metro F/C 100s (C),1,2800,325,CRISTOPHER
18/12/2021,8:53 am,Nitrofurantoin Tabs 100s Agog,Nitrofurantoin Tabs 100's Agog,1,4500,1300,CRISTOPHER
18/12/2021,8:53 am,Gauze Roll 90x50,Gauze Roll 90x50,1,12500,1900,CRISTOPHER
18/12/2021,8:53 am,Giving Sets,Giving Sets,15,6000,1800,CRISTOPHER
18/12/2021,8:53 am,Adhesive Plaster 10cm,Adhesive Plaster 10cm,1,3500,150,CRISTOPHER
18/12/2021,8:53 am,Cannula G22 (Blue),Cannula G22 (Blue),15,6750,1875,CRISTOPHER
18/12/2021,8:53 am,Cannula G24 (Y),Cannula G24 (Y),15,6750,1800,CRISTOPHER
18/12/2021,8:53 am,Syringe 10ml,Syringe 10ml,20,7400,860,CRISTOPHER
18/12/2021,8:53 am,Syringe 2ml,Syringes 2ml,30,4950,600,CRISTOPHER
18/12/2021,8:53 am,Syringe 5ml,Syringes 5ml,50,8000,650,CRISTOPHER
18/12/2021,8:53 am,Plasil Inj,Plasil Inj,5,5000,1250,CRISTOPHER
18/12/2021,8:53 am,Ampicillin Inj. 500mg Vial,Ampicillin Inj. 500mg Vial,10,8000,1500,CRISTOPHER
18/12/2021,8:53 am,Hydrocortisone Inj 100mg,Hydrocortisone Inj 100mg,5,6250,500,CRISTOPHER
18/12/2021,8:53 am,Dexa Inj 8mg,Dexa Inj 8mg,12,13200,1500,CRISTOPHER
18/12/2021,8:53 am,Vitamin B Inj.,Vitamin B Inj.,10,8000,2000,CRISTOPHER
18/12/2021,8:53 am,No Spa Inj,NO SPA INJ 5'S,5,7750,1000,CRISTOPHER
18/12/2021,8:53 am,Diclomol Inj. 75mg/3ml x 10,Diclomol Inj. 75mg/3ml x 10,10,2900,950,CRISTOPHER
18/12/2021,8:53 am,Cipro I.V,Cipro I.V,5,6250,750,CRISTOPHER
18/12/2021,8:53 am,Metro IV,Metro IV,5,6000,750,CRISTOPHER
18/12/2021,8:53 am,Dextrose 500ml,Dextrose 500ml,6,9900,900,CRISTOPHER
18/12/2021,8:53 am,R/L 500ml,R/L 500ml,5,8250,750,CRISTOPHER
18/12/2021,8:53 am,Normal Saline 500mls,Normal Saline 500mls,10,16500,1500,CRISTOPHER
18/12/2021,8:53 am,Ceftriaxone Inj (Cadila),Ceftriaxone Inj (Cadila),10,12500,1480,CRISTOPHER
18/12/2021,8:53 am,Rabeprazole Inj (cheap),Ranitidine Inj.,10,23000,1000,CRISTOPHER
18/12/2021,8:53 am,Sulbactomax 1.5g inj(c),Sulbactomax 1.5g inj(c),10,32000,22900,CRISTOPHER
18/12/2021,8:53 am,Artemether Inj. 80mg,Artemether Inj. 80mg,6,4002,582,CRISTOPHER
18/12/2021,8:53 am,Ciprofloxacin Tab 500mg,Ciprofloxacin Tab 500mg,1,9300,500,CRISTOPHER
18/12/2021,8:53 am,Flucamox Syp,Flucamox Syp,1,14500,500,CRISTOPHER
18/12/2021,8:53 am,Coldease Syp,Coldease Syp,3,11400,435,CRISTOPHER
18/12/2021,8:53 am,Flucap Syp 100ml,Flucap Syp 100ml,3,9000,600,CRISTOPHER
18/12/2021,8:53 am,Sediproct Cream 20mg,Sediproct Cream 20mg,1,7900,300,CRISTOPHER
18/12/2021,8:53 am,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,2,21600,1200,CRISTOPHER
18/12/2021,8:53 am,Kamagra Tabs 50mg,Kamagra Tabs 50mg,2,16800,400,CRISTOPHER
18/12/2021,8:53 am,Kamagra Tabs 100mg,Kamagra Tabs 100mg,2,26800,400,CRISTOPHER
18/12/2021,8:53 am,Duo Cotexin 9s,Duo Cotexin 9's,4,43200,800,CRISTOPHER
18/12/2021,8:53 am,Dexona Tabs 100s,Dexona Tabs 100's,5,10000,625,CRISTOPHER
18/12/2021,8:53 am,Bronchophane Syp,Bronchophane Syp,1,9700,700,CRISTOPHER
18/12/2021,8:53 am,Skderm Cream 30mg,Skderm Cream 30mg,5,16000,400,CRISTOPHER
18/12/2021,9:06 am,Cephalexin syp 100ml,Cephalexin,1,2700,500,pharouk kaks
18/12/2021,9:06 am,Dragon Liquid Balm,Dragon Liquid Balm,1,3100,160,pharouk kaks
18/12/2021,9:06 am,Tramadol Injections,Tramadol Injections,2,2000,900,pharouk kaks
18/12/2021,9:06 am,Adhesive Plaster 10cm,Adhesive Plaster 10cm,1,3500,150,pharouk kaks
18/12/2021,9:06 am,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,0.5,5600,500,pharouk kaks
18/12/2021,9:06 am,Palaxin Syp 60ml,Palaxin Syp 60ml,1,9500,800,pharouk kaks
18/12/2021,9:06 am,Palaxin Tabs 9s,Palaxin Tabs 9s,1,7650,325,pharouk kaks
18/12/2021,9:06 am,Safelevo tabs 500mg 10s,Safelevo tabs 500mg 10's,1,3100,660,pharouk kaks
18/12/2021,9:06 am,Cefixime 400mg Caps Virexim (C),Cefixime 400mg Caps (C),0.2,16000,568,pharouk kaks
18/12/2021,9:06 am,Ceftriaxone Inj (Cadila),Ceftriaxone Inj (Cadila),5,6500,990,pharouk kaks
18/12/2021,9:06 am,Magnesium Tabs.,Magnesium Tabs.,1,2500,600,pharouk kaks
18/12/2021,9:06 am,Doxycline Caps 100s,Doxycline Caps 100's,0.5,3750,350,pharouk kaks
18/12/2021,9:06 am,Ciprofloxacin Tab 500mg,Ciprofloxacin Tab 500mg,0.5,5000,600,pharouk kaks
18/12/2021,9:06 am,Ocid Caps 10x10,Ocid Caps 10x10,0.5,2250,412.5,pharouk kaks
18/12/2021,9:06 am,Syringe 2ml,Syringes 2ml,20,3300,400,pharouk kaks
18/12/2021,9:06 am,Syringe 5ml,Syringes 5ml,20,3300,360,pharouk kaks
18/12/2021,9:06 am,Normal Saline 500mls,Normal Saline 500mls,2,3400,400,pharouk kaks
18/12/2021,9:06 am,Dextrose 500ml,Dextrose 500ml,3,5100,600,pharouk kaks
18/12/2021,9:06 am,Chloramphenicol Caps 100s,Chloramphenicol Caps 100's,0.5,5750,500,pharouk kaks
18/12/2021,9:06 am,Quinine Inj 2ml(India),Quinine Inj 2ml(India),5,6000,1500,pharouk kaks
18/12/2021,9:10 am,Adhesive Plaster 10cm,Adhesive Plaster 10cm,1,3500,150,KIKOISHAKA
18/12/2021,9:10 am,Cannula G24 (Y),Cannula G24 (Y),2,900,240,KIKOISHAKA
18/12/2021,9:10 am,Syringe 5ml,Syringes 5ml,10,1650,180,KIKOISHAKA
18/12/2021,9:10 am,Vitamin B Inj.,Vitamin B Inj.,1,800,200,KIKOISHAKA
18/12/2021,9:10 am,Ceftriaxone Inj (Cadila),Ceftriaxone Inj (Cadila),5,6500,990,KIKOISHAKA
18/12/2021,9:10 am,Plasil Inj,Plasil Inj,1,1000,250,KIKOISHAKA
18/12/2021,9:10 am,Dextrose 500ml,Dextrose 500ml,1,1700,200,KIKOISHAKA
18/12/2021,9:10 am,Normal Saline 500mls,Normal Saline 500mls,1,1700,200,KIKOISHAKA
18/12/2021,9:10 am,AZY 500mg 3s,AZY 500mg 3's,1,1899,449,KIKOISHAKA
18/12/2021,9:10 am,Cephalexin Caps 250mg 100,Cephalaxin Caps 250mg 100',0.5,5250,500,KIKOISHAKA
18/12/2021,9:10 am,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,0.5,5750,650,KIKOISHAKA
18/12/2021,9:10 am,HCG Strips,HCG Strips,4,1400,480,KIKOISHAKA
18/12/2021,9:10 am,Dexona Tabs 100s,Dexona Tabs 100's,1,2400,525,KIKOISHAKA
18/12/2021,9:10 am,Actinac 100mg,Actinac 100mg,1,2800,300,KIKOISHAKA
18/12/2021,9:10 am,Vitamin C tabs 100s,Vitamin C tabs 100's,1,2700,600,KIKOISHAKA
18/12/2021,9:11 am,Back-Up emerg-pill,Back-Up emerg-pill,1,5000,2350,lillian
18/12/2021,8:15 am,Paracetamol 1000s Pkt,Paracetamol 1000's Pkt,10,500,250,lillian
18/12/2021,8:15 am,Ibumex Tabs 10x10,Ibumex Tabs 10x10,10,1000,550,lillian
18/12/2021,8:15 am,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,10,2000,910,lillian
18/12/2021,8:15 am,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,10,1000,335,lillian
18/12/2021,8:00 am,Paradenk Supp 250mg,Paradenk Supp 250mg,0.5,4600,460,pharouk kaks
18/12/2021,9:03 am,Cannula G24 (Y),Cannula G24 (Y),2,900,240,pharouk kaks
18/12/2021,9:03 am,Syringe 10ml,Syringe 10ml,4,1480,172,pharouk kaks
18/12/2021,9:03 am,Paracetamol tabs,Paracetamol tabs,1,2700,200,pharouk kaks
18/12/2021,9:03 am,Ceftriazone injection(c),Ceftriazone injection(c),4,4000,360,pharouk kaks
18/12/2021,8:58 am,Coldafex Tab 200s,Coldafex Tab 200's,10,4700,340,pharouk kaks
18/12/2021,8:58 am,Hedex Tabs 100s,Hedex Tabs 100's,0.3,3600,-150,pharouk kaks
18/12/2021,8:58 am,Multivitamin Tabs 100s,Multivitamin Tabs 100's,1,3500,400,pharouk kaks
18/12/2021,8:58 am,NEOSIDAR,FANSIDER,2,1900,300,pharouk kaks
18/12/2021,8:58 am,AZY 500mg 3s,AZY 500mg 3's,2,3798,898,pharouk kaks
18/12/2021,8:58 am,Unisten Cream,Unisten Cream,3,3750,450.000003,pharouk kaks
18/12/2021,8:58 am,Kazire green 280ml,Kazire green 280ml,4,4000,500,pharouk kaks
18/12/2021,8:58 am,Betaderm N Cream 15g,Betaderm N Cream 15g,2,5600,400,pharouk kaks
18/12/2021,8:58 am,Skderm Cream 15g,Skderm Cream 15g,2,4700,460,pharouk kaks
18/12/2021,8:58 am,Dexona Tabs 100s,Dexona Tabs 100's,1,2400,525,pharouk kaks
18/12/2021,8:58 am,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,1,2800,750,pharouk kaks
18/12/2021,8:58 am,MCG,MCG,2,7600,1800,pharouk kaks
18/12/2021,8:58 am,Surgical Gloves 7.5,Surgical Gloves 7.5,3,3150,750,pharouk kaks
18/12/2021,8:58 am,Unixil Syp 100ml,Unixil Syp 100ml,3,5550,1500,pharouk kaks
18/12/2021,8:58 am,Flurid Tabs 200s,Flurid Tabs 200's,40,2600,400,pharouk kaks
18/12/2021,8:58 am,Syringe 5ml,Syringes 5ml,10,1650,180,pharouk kaks
18/12/2021,8:58 am,Diclomol Inj. 75mg/3ml x 10,Diclomol Inj. 75mg/3ml x 10,10,3000,1050,pharouk kaks
18/12/2021,8:58 am,Malaria Test Kits,Malaria Test Kits,5,5500,1100,pharouk kaks
18/12/2021,8:58 am,Typhoid Cassette,Typhoid Cassette,2,3600,600,pharouk kaks
18/12/2021,8:58 am,Brufen Tabs 100s,Brufen Tabs 100's,1,2700,650,pharouk kaks
18/12/2021,8:58 am,Paracetamol tabs,Paracetamol tabs,1,2700,200,pharouk kaks
18/12/2021,8:58 am,Lonart Tab 24s,Lonart Tab 24's,4,9600,1700,pharouk kaks
18/12/2021,8:52 am,Pethidine inj 100mg/2ml,Pethidine inj 100mg/2ml,20,60000,16000,MOSESI
18/12/2021,8:52 am,Loperamide Caps 100s,Loperamide Caps 100's,1,2800,600,MOSESI
18/12/2021,8:51 am,Kiss Condom Chocolate,Condom,5,4500,1250,pharouk kaks
